1456044617820,0,STARTLOG,VERSION=2,LOGGERDATE=2016/01/22
1456044617820,0,ASSIGNMENT_STARTED,ASSIGNMENT2_PART3A
1456044618026,1,NEW_PROJECT_STARTED
1456044631035,1,INPUT_GROUP_UPDATE,inputs-1,inputs-2
1456044631035,1,OUTPUT_GROUP_UPDATE,1,C,outputs-1
1456044631439,1,SUPERVISED_LEARNING_START
1456044631440,1,MODEL_BUILDER_UPDATED,0,KNN,K=1
1456044636505,1,SUPERVISED_RECORD_START,1
1456044636961,1,SUPERVISED_RECORD_STOP,1
1456044639154,1,SUPERVISED_RECORD_START,2
1456044639411,1,SUPERVISED_RECORD_STOP,2
1456044642412,1,SUPERVISED_RECORD_START,3
1456044642596,1,SUPERVISED_RECORD_STOP,3
1456044650032,1,SUPERVISED_RECORD_START,4
1456044650200,1,SUPERVISED_RECORD_STOP,4
1456044652937,1,SUPERVISED_RECORD_START,5
1456044653107,1,SUPERVISED_RECORD_STOP,5
1456044655915,1,SUPERVISED_RECORD_START,6
1456044656091,1,SUPERVISED_RECORD_STOP,6
1456044665224,1,SUPERVISED_RECORD_START,7
1456044665409,1,SUPERVISED_RECORD_STOP,7
1456044667753,1,SUPERVISED_RECORD_START,8
1456044667937,1,SUPERVISED_RECORD_STOP,8
1456044669834,1,SUPERVISED_RECORD_START,9
1456044669989,1,SUPERVISED_RECORD_STOP,9
1456044671196,1,TRAIN_START
1456044671347,1,TRAIN_FINISHED,NUM_MODELS=1,MODEL_SET=38
1456044671347,1,MODEL_NUM=0,model_38_0.xml,KNN,K=1
1456044673025,1,START_RUN
1456044673032,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673044,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673059,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673077,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673096,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673110,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673127,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673143,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673164,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673177,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673194,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673210,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673228,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673244,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673261,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673277,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673294,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673311,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673328,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673344,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673361,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673377,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673393,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673410,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673427,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673445,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673461,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673477,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673494,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673511,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673528,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673544,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
1456044673561,1,RUN,i=2,o=1,570.0,417.0,1,3.0,
